	Alternate Symbols
AKR7A3	
AKT1	AKT,PKB,PRKBA,RAC
AKT2	
AKT3	PKBG,PRKBG,RAC-gamma
ALAD	ALADH,PBGS
ALAS1	
ALAS2	
	
ALCAM	CD166,MEMD
ALDH1A1	RALDH1
ALDH1A2	RALDH2
ALDH1A3	RALDH3
ALDH1B1	ALDHX
ALDH2	
ALDH3A1	
ALDH3A2	FALDH
ALDH3B1	
NFATC3	NFAT4,NFATX
ALDH3B2	
ALDH4A1	P5CDh
ALDH5A1	SSADH,SSDH
ALDH6A1	
ALDH7A1	EPD,PDE
ALDH8A1	ALDH12
ALDH9A1	E3
ALDOA	
ALDOAP1	
ALDOAP2	
ALDOB	
ALDOC	
ALDRL1	
ALDRL2	
ALDRL3	
ALDRL4	
MIOX	
AKR1B1P2	
ALK	CD246
ALLC	ALC
ALMS1	KIAA0328
ALOX12B	12R-LOX
ALOX12P1	
ALOX12P2	
ALOX15B	15-LOX-2
ALOX15P1	
ALOXE3	E-LOX,eLOX3
ALPI	
ALPL	TNSALP
ALPP	
ALPPL2	
ALS2	
CFLAR-AS1	
ALS2CR11	FLJ25351
ALS2CR12	
ICA1L	
NBEAL1	MGC164581
STRADB	CALS-21,ILPIP,ILPIPA,PAPK
TRAK2	CALS-C,GRIF-1,KIAA0549,MILT2,OIP98
TMEM237	JBTS14
ALS2CR8	CaRF,FLJ21579,NYD-SP24
RAPH1	KIAA1681
ALS3	
SETX	AOA2,KIAA0625
ALS5	
ZBED1	DREF,KIAA0785,hDREF
ALX3	
ALX4	FPP,KIAA1788,PFM
SLC35G5	
AMACR	
AMBN	
AMBP	EDC1,HCP,HI30,IATIL,ITILC,UTI
AMCD2B	
AMCN	AMC,AMC1,AMCN1
AMD1	SAMDC
AMDM	
AMDP1	AMDPX,AMDPY
AMELX	
AMELY	
AMFR	RNF45,gp78
AMH	MIS
AMHR2	MISR2,MISRII
AMLCR2	
AMMECR1	
AMOT	KIAA1071
AMOTL1	JEAP
AMOTL2	LCCP
AMPD1	MADA
AMPD2	
AMPD3	
AMPH	
AMT	GCST,NKH
AMY1A	
AMY1B	
AMY1C	
AMY2A	
AMY2B	
AMYP1	
ANAPC11	APC11,Apc11p,HSPC214,MGC882
ANAPC5	APC5
ANCR	
ANG	RNASE5
ANGPT1	Ang1,KIAA0003
ANGPT2	Ang2
ANGPT4	
ANGPTL1	ANG3,ARP1,AngY
ANGPTL2	ARP2
ANGPTL3	
ANGPTL4	ARP4,FIAF,HFARP,NL2,PGAR,pp1158
ANK1	SPH1
ANK2	
NFKB1	KBF1,NF-kB1,NF-kappaB,NFKB-p50,NFkappaB,p105,p50
ANK3	
	ANK,CPPDD
ANKRA2	
ANKRD2	ARPP
RIPK4	ANKK2,DIK,PKK,RIP4
ANKEF1	FLJ21669,dJ839B4.6
ANKRD6	KIAA0957
TRPA1	
ANLN	ANILLIN,scra
ANOP1	MCOPS4
ANP32A	I1PP2A,LANP,MAPM,PHAPI,PP32,mapmodulin
ANP32B	PHAPI2,SSP29
ANP32C	PP32R1
ANP32D	PP32R2
ANPEP	LAP1,gp150,p150
SLC25A5P3	
SLC25A5P5	
SLC25A5P6	
SLC25A5P7	
ANXA1	
ANXA10	ANX14
ANXA11	
ANXA13	
ANXA2	LIP2
ANXA2P1	
ANXA2P2	
ANXA2P3	LIP2
ANXA3	
ANXA4	
ANXA5	
ANXA6	
ANXA7	
ANXA8	
ANXA9	
AOAH	
AOC2	DAO2,RAO
AOC3	HPAO,VAP-1,VAP1
AOM	
AOX1	AO,AOH1
AOX2P	AOH2
AP1B1	AP105A,BAM22
AP1G1	
AP1G2	G2AD
SYNRG	MGC104959,SYNG
AP1M1	AP47,CLAPM2
AP1M2	AP1-mu2,HSMU1B,mu2
AP1S1	AP19,SIGMA1A,WUGSC:H_DJ0747G18.2
AP1S2	SIGMA1B
AP2A1	
AP2A2	DKFZP564D1864,HIP9,HYPJ,KIAA0899
AP2B1	
AP2M1	AP50,mu2
AP2S1	
AP3B1	ADTB3A,HPS2
AP3B2	NAPTB
AP3D1	ADTD
AP3M1	
AP3M2	AP47B,CLA20
AP3S1	
AP3S2	sigma3b
AP4B1	BETA-4
AP4E1	AP-4-EPSILON,SPG51
AP4M1	MU-4,MU-ARP2,SPG50
AP4S1	AP47B,CLA20,SPG52
APAF1	APAF-1,CED4
APBA1	D9S411E,X11
APBA2	D15S1518E,HsT16821,LIN-10,MGC:14091
NECAB3	EFCBP3,NIP1,XB51,dJ63M2.4,dJ63M2.5
APBA3	X11L2,mint3
APBB1	Fe65
APBB2	FE65L,FE65L1,MGC35575
APC	DP2,DP2.5,DP3,PPP1R46
APCDD1	B7323
APCS	MGC88159,PTX2
APEH	
ATG12	APG12
ATG5	APG5,hAPG5
API5	AAC-11,AAC11,API5L1
APLP1	APLP
APLP2	APPH
APOA2	
APOA4	
APOA5	APOA-V,RAP3
APOBEC1	APOBEC-1,BEDP,CDAR1,HEPR
APOBEC2	ARCD1,ARP1
APOBEC3A	ARP3,PHRBN
APOBEC3B	FLJ21201,PHRBNL
APOBEC3C	APOBEC1L,ARDC2,ARDC4,ARP5,PBI,bK150C2.3
APOBEC3D	APOBEC3DE,ARP6
APOBEC3F	ARP8,BK150C2.4.MRNA,KA6
APOBEC3G	CEM15,FLJ12740,MDS019,bK150C2.7,dJ494G10.1
APOBER1	
APOC1P1	
NME1	NDPKA,NM23,NM23-H1
APOD	
APOEL1	
APOF	
APOH	BG
APOL1	
APOL2	APOL-II
APOL3	APOLIII,CG12-1
APOL4	APOLIV
APOL5	APOLV
APOL6	APOL-VI,APOLVI
APP	
APPBP2	Hs.84084,KIAA0228,PAT1
APRT	
APTX	AOA,AOA1,EAOH,EOAHA,FLJ20157
SHROOM2	
SHROOM2P1	
AQP1	CHIP28
AQP10	
AQP2	
AQP3	GIL
AQP4	MIWC
AQP5	
AQP6	
AQP7	AQP9,AQPap
AQP8	
AQP9	HsT17287,SSC1
ARAF	
ARAFPS	
	Arg3.1,KIAA0278
ARCN1	
ARCN2	
AREG	
ARF1	
ARF3	
ARF4	
ARL4D	
ARF4P1	
ARF4P2	dJ885L7.7
ARF5	
ARF6	
TRIM23	ARD1,RNF46
ARFGEF2	BIG2
ARFRP1	ARL18,ARP,Arp1
ARG1	
ARG2	
RHOB	MST081,RHOH6,RhoB
RHOC	RhoC
RHOD	RhoD,RhoHP1
RND3	Rho8,RhoE
RHOF	FLJ20247,RIF
RHOG	MGC125835,MGC125836,RhoG
ARHGAP1	Cdc42GAP,RhoGAP,p50rhoGAP
ARHGAP12	FLJ10971,FLJ20737,FLJ21785
ARHGAP4	C1,KIAA0131,RhoGAP4,SrGAP4,p115
ARHGAP5	RhoGAP5,p190-B,p190BRhoGAP
ARHGAP6	rhoGAPX-1
ARHGAP8	BPGAP1,FLJ20185
ARHGAP9	10C,MGC1295
ARHGDIA	RHOGDI
ARHGDIB	Ly-GDI,RhoGDI2
ARHGDIG	RHOGDI-3
ARHGEF1	LBCL2,P115-RHOGEF,SUB1.5
ARHGEF10	Gef10,KIAA0294
ARHGEF11	GTRAP48,KIAA0380,PDZ-RHOGEF
ARHGEF12	KIAA0382,LARG
ARHGEF15	ARGEF15,FLJ13791,KIAA0915,MGC44868,Vsm-RhoGEF
ARHGEF16	GEF16,NBR
ARHGEF2	GEF-H1,KIAA0651,LFP40,P40
ARHGEF3	DKFZP434F2429,GEF3,STA3,XPLN
ARHGEF4	ASEF,KIAA1112,STM6
ARHGEF5	GEF5,P60,TIM,TIM1
ARHGEF6	Cool-2,Cool2,KIAA0006,alpha-PIX,alphaPIX
ARHGEF7	BETA-PIX,COOL1,DKFZp686C12170,DKFZp761K1021,KIAA0142,Nbla10314,P50,P50BP,P85,P85COOL1,P85SPR,PAK3,PIXB
ARHGEF9	KIAA0424,PEM-2
RHOH	RhoH,TTF
DIRAS3	NOEY2
RHOJ	FLJ14445,TCL
ARIH1	ARI,HARI,HHARI,UBCH7BP
ARIH2	TRIAD1
ARL1	ARFL1
ARL2	ARFL2
ARL3	ARFL3
ARL4A	
ARL5A	
ARL4C	LAK
MANF	ARP
ARNT	HIF-1beta,bHLHe2
ARNT2	KIAA0307,bHLHe1
ARNTL	BMAL1,JAP3,MOP3,PASD3,bHLHe5
ARPC1A	Arc40,SOP2Hs,SOP2L
ARPC1B	ARC41,p40-ARC,p41-ARC
ARPC2	ARC34,p34-Arc
ACTN2	
NME2	NDPKB,NM23-H2
ARPC3	ARC21,p21-Arc
ARPC3P1	dJ470L14.3
ARPC4	ARC20,p20-Arc
ARPC5	ARC16,dJ127C7.3,p16-Arc
ARR3	ARRX
ARSA	
ARSB	
ARSC2	
ARSD	
ARSDP1	ARSDY1
ARSE	
ARSEP1	
ARSF	
ARSFP1	
ART1	ART2,CD296
ART2P	ART1P
ART3	
ARTN	ENOVIN,EVN,NBN
ARVCF	
ARVD1	
ARVD3	
ARVD4	
ARVD5	
ARX	CT121,EIEE1,ISSX
ASB1	ASB-1
ASB10	
ASB11	DKFZp779E2460
ASB2	ASB-2
ASB3	ASB-3
ASB4	ASB-4
ASB5	
ASB6	
ASB7	
ASB8	FLJ21255,MGC5540
ASB9	DKFZP564L0862,FLJ20636,MGC4954
ASCL2	ASH2,HASH2,bHLHa45
ASCL3	HASH3,Sgn1,bHLHa42
ASD1	
ASGR1	CLEC4H1
ASGR2	CLEC4H2
ASH2L	ASH2,ASH2L2,Bre2
ASIP	
ASL	
ASLP1	
ASMD	
ASMT	ASMTY,HIOMT,HIOMTY
ASMTL	
ASNA1	ARSA-I,GET3,TRC40
ASNS	
ASNSP1	
ASNSP2	
ASPA	ACY2
ASPH	CASQ2BP1,HAAH,JCTN
ASPN	FLJ20129,PLAP1,SLRR1C
ASPSCR1	ASPL,ASPS,UBXD9,UBXN9
ASRGL1	ALP1,FLJ22316
ASSP1	
ASS1P10	
ASS1P11	TCAG_1641141
ASS1P12	
ASS1P13	
ASS1P14	
ASS1P2	
ASSP3	
ASS1P4	
ASS1P5	
ASS1P6	
ASS1P7	
ASS1P8	
ASS1P9	
ASTN2	KIAA0634
ASXL1	KIAA0978
ATCAY	
ATD	
ATE1	
ATF1	TREB36
ATF2	CRE-BP1,HB16,TREB7
ATF3	
ATF4	CREB-2,TAXREB67
ATF4P4	
ATF4P3	
ATF4P1	TAXREB67P
ATF5	
ATF6	ATF6A
ATF7	ATFA
ATHS	
ATIC	AICARFT,IMPCHASE,PURH
ATOH1	HATH1,MATH-1,Math1,bHLHa14
ATOX1	HAH1
ATP10A	ATPVA,ATPVC,KIAA0566
ATP10B	ATPVB,FLJ21477,KIAA0715
NNMT	
ATP10D	ATPVD,KIAA1487
ATP11A	ATPIH,ATPIS,KIAA1021
ATP11B	ATPIF,ATPIR,KIAA0956
ATP11C	ATPIG,ATPIQ
ATP12A	
ATP2A1	SERCA1
ATP2A3	SERCA3
ATP2B1	PMCA1
ATP2B2	PMCA2
ATP2B3	PMCA3
ATP2B4	PMCA4
ATP2C1	ATP2C1A,KIAA1347,PMR1,SPCA1
ATP3	
ATP4A	ATP6A
ATP4B	ATP6B
ATP5A1	ATP5A,OMR,ORM,hATP1
ATP5AL1	
ATP5AP1	
ATP5A1P2	
ATP5A1P3	
ATP5B	
ATP5BP1	ATPMBL1
ATP5BL2	
ATP5C1	
ATP5C1P1	
ATP5D	
ATP5E	
ATP5EP1	
ATP5F1	
ATP5G1	
ATP5G2	
ATP5G3	
ATP5G2P1	
ATP5H	ATP5JD,ATPQ
ATP5I	
ATP5J	CF6
ATP5J2	ATP5JL,F1Fo-ATPase
ATP5J2LP	
ATP5LP1	ATPE5KP1
ATP5LP2	
ATP5LP3	
ATP5L	ATP5JG
ATP5O	ATPO,OSCP
ATP6AP1	16A,Ac45,CF2,ORF,VATPS1,XAP-3,XAP3
ATP6V0A1	Stv1,Vph1,a1
ATP6V0A4	RDRTA2,RTADR,Stv1,VPP2,Vph1,a4
ATP6V0B	HATPL,VMA16
ATP6V0C	VATL,Vma3
ATP6V0D1	ATP6DV,P39,VATX,VPATPD,Vma6
ATP6V0E1	M9.2
ATP6V1A	VA68,Vma1
ATP6V1B1	RTA1B,VATB,Vma2
ATP6V1B2	HO57,VATB,Vma2
ATP6V1C1	VATC,Vma5
ATP6V1D	VATD,VMA8
ATP6V1E1	ATP6E2,P31,Vma4
ATP6V1E2	ATP6E1,MGC9341,VMA4
ATP6V1E1P3	
ATP6V1E1P1	
LOC100462844	
ATP6V1G1	ATP6G,ATP6GL,DKFZp547P234,Vma10
ATP6V1G2	Em:AC004181.3,NG38,Vma10
ATP8A1	ATPIA
ATP8A2	ATPIB,ML-1
ATP8B2	ATPID,KIAA1137
ATP8B3	ATPIK
ATP8B4	ATPIM,KIAA1939
ATP9A	ATPIIA,KIAA0611
ATP9B	ATPIIB
ATPIF1	ATPI,ATPIP,IP,MGC1167,MGC8898
ALDH7A1P1	
ALDH7A1P2	
ALDH7A1P3	
ALDH7A1P4	
ATRN	DPPT-L,MGCA
ATRX	XH2,XNP
KIF1A	UNC104
AUH	
AUP1	
ATG4C	AUTL3,FLJ14867
ATG4A	
AUTS1	
AVP	ADH
AVPR1A	
AVPR1B	
AVPR2	V2R
AVSD1	AVCD,AVSD
AXIN1	PPP1R49
AXIN2	DKFZp781B0869,MGC126582
AXL	JTK11,UFO
MARCH7	MARCH-VII,RNF177
NOS1	nNOS
CSRNP1	DKFZp566F164,FAM130B,TAIP-3,URAX1
AZF1	AZFa
AZGP1	ZA2G,ZAG
AZGP1P1	
AZGP1P2	
AZU1	AZAMP,AZU,CAP37,HBP,HUMAZUR,NAZC
B2M	
B2MR	
B3GALT1	beta3Gal-T1
B3GALT2	beta3Gal-T2
B3GALNT1	P1,beta3Gal-T3,galT3
B3GALT4	GalT4,beta3Gal-T4
B3GALT5	B3GalT-V,B3T5,GLCT5,beta3Gal-T5
B3GALT6	beta3GalT6
B3GAT1	GlcAT-P,HNK-1,NK-1
B3GAT2	GlcAT-S
B3GAT3	GlcAT-I
B3GNT2	B3GN-T1,B3GN-T2,B3GNT-2,BETA3GNT
B3GNT3	B3GN-T3,B3GNT-3,HP10328,beta3Gn-T3
B3GNT4	B3GN-T4,beta3Gn-T4
B3GNT5	B3GN-T5,beta3Gn-T5
B4GALT1	beta4Gal-T1
B4GALT2	beta4Gal-T2
B4GALT3	beta4Gal-T3
B4GALT4	beta4Gal-T4
B4GALT5	beta4GalT-V
B4GALT6	beta4GalT-VI
B4GALT7	XGALT-1,beta4Gal-T7
BAALC	
BAAT	
BACE1	
BACE2	ALP56,CEAP1,DRAP
BACH1	BACH-1,BTBD24
BACH2	BTBD25
	BBC2,BCL2L8
BAG1	
BAG2	
BAG3	
BAG4	SODD
BAG5	
BAGE	CT2.1
BAGE2	CT2.2
BAGE3	CT2.3
BAGE4	CT2.4
BAGE5	CT2.5
BAI1	
BAI2	
BAI3	KIAA0550
BAIAP2	BAP2
BAIAP3	BAP3,KIAA0734
BAK1	BAK,BCL2L7
BAP1	KIAA0272,UCHL2,hucep-6
BARD1	
BARHL1	
BARHL2	
BARX1	
BARX2	
BASP1	CAP-23,CAP23,NAP-22,NAP22
DDX39B	D6S81E,UAP56
PRRC2A	D6S51E,G2
BAG6	D6S52E,G3
GPANK1	ANKRD59,D6S54E,G5,GPATCH10
ABHD16A	D6S82E,NG26
EHMT2	Em:AF134726.3,G9A,KMT1C,NG36/G9a
BATF	B-ATF,BATF1,SFA-2
BAX	BCL2L4
BAZ1A	ACF1,WALp1,WCRF180,hACF1
BAZ1B	WSTF
BAZ2A	KIAA0314,TIP5,WALp3
BAZ2B	WALp4
BBOX1	BBH,G-BBH,gamma-BBH
BBS1	FLJ23590
BBS2	
BBS4	
BBS5	DKFZp762I194
BBX	HBP2,HSPC339,MDS001
BCAR1	CAS,CASS1,Crkas,P130Cas
BCAR3	NSP2,SH2D3B
BCAS1	AIBC1,NABC1
BCAS2	DAM1,SPF27,Snt309
BCAS3	FLJ20128
BCAS4	CNOL,FLJ20495
BCAT1	
BCAT2	BCAM
BCCIP	BCCIPalpha,TOK-1
BCHE	E1
BCKDHA	MSU
BCKDHB	
BCL10	CARMEN,CIPER,c-E10,mE10
BCL11A	BCL11A-L,BCL11A-S,BCL11A-XL,CTIP1,HBFQTL5,ZNF856
BCL11B	CTIP-2,CTIP2,hRIT1-alpha
BCL2	Bcl-2,PPP1R50
BCL2A1	ACC-1,ACC-2,BCL2L5,BFL1,GRS
BCL2L10	BCL-B
BCL2L11	BIM,BimEL,BimL,BimS
BCL2L12	
BCL2L2	BCL-W,KIAA0271,PPP1R51
BAK1P1	BAK2
BAK1P2	BAK3,BAK3P
BCL3	
BCL5	
BCL6	BCL5,BCL6A,LAZ3,ZBTB27
BCL6B	BAZF,ZBTB28
BCL7A	
BCL7B	
BCL7C	
NBEAP1	BCL8A
BCL9	
DLEU2L	
BCR	CML,D22S662,PHL
BCRP2	BCR-2
BCRP3	
BCRP4	BCR-4
BCRP5	
BCRL6	
BCS1L	BCS,BJS,Hs.6719,h-BCS
BCYRN1	BC200,BC200a,LINC00004,NCRNA00004
BCYRN1P1	BC200b
BCYRN1P2	BC200g
BDH1	SDR9C1
BDM	
BDMR	
BDP1	HSA238520,KIAA1241,KIAA1689,TFC5,TFIIIB150,TFIIIB90
BECN1	ATG6,VPS30
BET1	hbet1
BEVI	
BEX1	
CFB	H2-Bf
BFLS	
BFSP1	CP115,CP94,LIFL-H,filensin
BFSP2	CP47,CP49,LIFL-L,phakinin
BGLAP	OCN
BGN	DSPG1,SLRR1A
BHLHE40	DEC1,bHLHe40
BHMT	BHMT1
BHMT2	
BICD1	
	
BIK	NBK
BIN1	AMPH2,SH3P9
BIN2	BRAP-1
BIN3	
BIRC2	MIHB,RNF48,c-IAP1,cIAP1,hiap-2
BIRC3	MALT2,MIHC,RNF49,c-IAP2,cIAP2,hiap-1
XIAP	hILP
BIRC5	EPR-1,survivin
BIRC6	BRUCE
BIRC7	KIAP,ML-IAP,RNF50,mliap
BIRC8	ILP-2,hILP2
BIVM	FLJ20159
BLCAP	BC10
BLK	MGC10442
BLM	BS,RECQ2,RECQL3
BLMH	BH
BLNK	BLNK-s,Ly57,SLP-65,SLP65,bca
BLVRA	
BLVRB	SDR43U1
BLZF1	JEM-1
BMI1	RNF51
BMP1	
BMP15	GDF9B
BMP2	
BMP3	
BMP4	
BMP5	
BMP6	VGR1
BMP7	OP-1
BMP8B	OP-2
BMPR1A	ALK3,CD292
BMPR1B	ALK6,CDw293
BMPR2	BMPR-II,BMPR3,BRK-3,T-ALK
BMX	ETK,PSCTK3
POLR3D	RPC4,TSBN51
BNC1	HsT19447
BNIP1	Nip1,SEC20
BNIP2	BNIP-2,Nip2
BNIP3	Nip3
BNIP3L	BNIP3a
BOK	BCL2L9,BOKL,MGC4631
	BOULE
BOP1	KIAA0124
DST	BP240,BPA,CATX-15,FLJ13425,FLJ21489,FLJ30627,FLJ32235,KIAA0728,MACF2
NOS3	ECNOS,eNOS
BPESC1	NCRNA00187
BPGM	
BPHL	Bph-rp
BPI	BPIFD1
BPIFB2	LPLUNC2,dJ726C3.2
BPIFC	dJ149A16.7
BPIFB6	LPLUNC6
BPNT1	
BRAF	BRAF1
BRAP	BRAP2,RNF52
BRCA1	BRCC1,PPP1R53,RNF53
BRCA2	BRCC2,FAD1
BRD1	BRL,BRPF2
BRD2	D6S113E,FSRG1,KIAA9001,NAT,RING3
BRD3	KIAA0043,ORFX,RING3L
BRD4	HUNK1,HUNKI,MCAP
BRD7	BP75,CELTIX1
BRDT	BRD6,CT9
BRE	BRCC4,BRCC45
BRI3	
BRI3BP	BNAS1,HCCR-2,KG19
BRPF1	BR140
BRPF3	KIAA1286
BRS3	
CELF4	
CELF5	
CELF6	
BSCL2	
BSG	CD147,EMMPRIN
BSN	
BST1	CD157
BST2	CD317,tetherin
BTAF1	MOT1,TAF(II)170,TAF-172,TAF172,TAFII170
BTBD1	
BTBD2	
BTBD3	KIAA0952,dJ742J24.1
ZBTB46	BZEL,FLJ13502,RINZF
BTC	
BTD	
KLF9	
BTF3	BTF3a,BTF3b
BTF3P11	HUMBTFB,OCIF,OPG,TNFRSF11B
BTF3P12	HUMBTFC
BTF3P13	HUMBTFD
BTF3P1	HUMBTFA
BTG1	
BTG2	MGC126063,MGC126064,PC3,TIS21
BTG3	ANA,tob55
BTG4	PC3B
BTK	ATK,PSCTK1,XLA
BTN1A1	BT
BTN2A1	BT2.1,BTF1
BTN2A2	BT2.2,BTF2
BTN2A3P	
BTN3A1	BT3.1,BTF5,CD277
BTN3A2	
BTN3A3	BTF3
BTNL2	BTL-II,HSBLMHC1
BTNL3	BTNLR
BTRC	FBXW1A,Fwd1,bTrCP,bTrCP1,beta-TrCP1,betaTrCP
BTS1	
BUB3	BUB3L
ACSM1	MACS1
BVES	HBVES,POP1,POPDC1
BVR1	
BYSL	
TSPO	DBI,IBP,MBR,PBR,PKBS,mDRC,pk18
CEP55	CT111,FLJ10540
FRA10AC1	
C11orf1	FLJ23499
TMEM258	
RASSF7	HRAS1,HRC1
NRIP3	
TMEM9B	
C11orf16	
AKIP1	BCA3
VPS51	ANG2,ANG3,FFR
C11orf21	
PPP6R3	DKFZp781E17107,DKFZp781E2374,DKFZp781O2362,FLJ11058,FLJ43065,KIAA1558,MGC125711,MGC125712,PP6R3,SAP190,SAPL,SAPLa
C11orf24	DM4E3
ANO3	DYT23,GENX-3947
C11orf27	
TRIM64	TRIM64A
C11orf31	SELH
ZNHIT2	FON
C11orf6	
MPPED2	239FB,D11S302E,FAM1B,Hs.46638,dJ1024C24.1,dJ873F21.1
NPY	PYY4
MYRF	MRF,Ndt80,pqn-47
C12orf10	MYG,MYG1
RASSF8	HoJ-1
CSRNP2	C12ORF2,PPP1R72,TAIP-12
ANO2	
C12orf4	
C12orf5	TIGAR
PARP11	
ANKRD33	DKFZp686O1689,PANKY
ERP29	ERp28,ERp29,ERp31,PDI-DB,PDIA9
C12orf9	LPP-LRFT
SPRYD7	CLLD6
KCTD12	KIAA1778,PFET1
C14orf1	ERG28,NET51
C14orf2	MP68
AHSA1	p38
IRF2BPL	EAP1,KIAA1865
IMP3	BRMS2,FLJ10968
NPAP1	
LINC00597	
LINC00235	
C16orf11	
C16orf13	MGC13114
FAM195A	MGC15416
FBXL16	Fbl16,MGC33974
METRN	MGC2601
CCDC78	FLJ34512
LMF1	FLJ12681,FLJ22302,JFP11,TMEM112A
C16orf29	
C16orf3	
LINC00254	
NPRL3	CGTHBA,HS-40,NPR3,RMD11
FAHD1	DKFZP566J2046
PTX4	
RPUSD1	MGC19600,RLUCL
TSR3	MGC24381
VPS9D1	ATP-BL
RHBDF1	Dist1,EGFR-RS,FLJ2235
ITFG3	DKFZP761D0211,FLJ32603
C17orf11	
C17orf12	
C17orf13	
C17orf15	
C17orf16	
C17orf17	
C17orf18	
C17orf19	
FBXW10	Fbw10,HREP,SM2SH2
C17orf2	
C17orf20	
C17orf21	
C17orf22	
CCDC90AP1	
SLC39A11	
HID1	DMC1,HID-1
SMG6	EST1A,KIAA0732,SMG-6
C17orf33	
C17orf4	
C17orf5	
SMG6-IT1	
C17orf7	
C17orf8	
C17orf9	
LDLRAD4	
LINC00470	
C19orf8	
C1HR	
NPPA	
ERC2-IT1	Po42
CRNN	SEP53
NPL	DHDPS1,NPL1
SHCBP1L	
NMNAT2	KIAA0479,PNAT2
SMG7	EST1C,KIAA0250,SGA56M,SMG-7
COLGALT2	KIAA0584
FAM189B	cote1
C1orf21	PIG13
TRMT1L	
SWT1	FLJ20121,HsSwt1
IFI44L	GS3686
C1orf30	
COA6	
UBQLN4	A1U,UBIN
TMEM59	HSPC001
SUCO	CH1,SLP1
C1QA	
C1QB	
C1QBP	SF2p32,gC1Q-R,gC1qR,p32
C1QBPP	
C1QC	
CD93	C1qR(P),C1qRP,CDw93,ECSM3,dJ737E23.1
C1QTNF1	CTRP1,FLJ90694,GIP,ZSIG37
C1QTNF2	CTRP2
C1QTNF3	2310005P21Rik,CTRP3,Corcs,Cors,Cors-26
C1QTNF4	CTRP4,ZACRP4
C1QTNF5	CTRP5,DKFZp586B0621
C1QTNF6	CTRP6,ZACRP6
C1QTNF7	CTRP7
C1R	
C1S	
C2	
TPX2	DIL-2,p100
TP53TG5	CLG01,dJ453C12.5
LAMP5	BAD-LAMP,UNC-43,dJ1119D9.3
PHF20	TDRD20A,dJ1121G12.1
FAM209B	dJ1153D9.4
FAM210B	DKFZP434A1114,dJ1167H4.1
C20orf109	
GID8	FLJ20602,TWA1,bA305P22.1
TP53INP2	DKFZp434B2411,DKFZp434O0827,DOR,FLJ21759,FLJ23500,PINH,dJ1181N3.1
C20orf111	HSPC207,Osr1,Perit1,dJ1183I21.1
C20orf112	DKFZP566G1424,dJ1184F4.2,dJ1184F4.4
BPIFB1	LPLUNC1,MGC14597,VEMSGP,bA49G10.6,dJ1187J4.1
BPIFB9P	dJ1187J4.2
SOGA1	FLJ44670,SOGA,dJ132F21.1
TLDC2	dJ132F21.2
DZANK1	ANKRD64,FLJ10600,FLJ30892,bA189K21.8,dJ568F9.2
WFDC12	WAP2,dJ211D12.4
OCSTAMP	dJ257E24.3
TTLL9	dJ310O13.1
PDRG1	dJ310O13.3
MT1P3	dJ614O4.6
FAM83C	dJ614O4.7
FAM83D	dJ616B8.3
TASP1	FLJ20212,dJ585I14.2
MROH8	dJ621N11.3,dJ621N11.4
ACTL10	
ABHD16B	dJ591C20.1
SAMD10	
SPINT4	dJ601O1.1
WFDC13	WAP13,dJ601O1.3
SRXN1	Npn3,SRX1,YKL086W,dJ850E9.2
PRPF6	ANT-1,Prp6,U5-102K,bB152O15.1
TBC1D20	dJ852M4.2
C20orf141	dJ860F19.4
FITM2	FIT2,dJ881L22.2
DPH3P1	
C20orf144	bclt,dJ63M2.6
WFDC10A	WAP10,dJ688G8.3
NANP	MGC26833,dJ694B14.3
PPDPF	dJ697K14.9,exdpf
CABLES2	dJ908M14.2,ik3-2
RBBP8NL	dJ908M14.3
CNBD2	dJ954P9.1
MCM8	MGC119522,MGC119523,MGC12866,MGC4816,dJ967N21.5
CRLS1	CLS1,GCD10,dJ967N21.6
NPR2	ANPb,GUCY2B
C20orf159	
SMOX	FLJ20746,MGC1010,PAO,PAOh1,SMO,dJ779E11.1
CCM2L	dJ310O13.5
SNX21	SNX-L,dJ337O18.4
ZSWIM1	dJ337O18.5
NEURL2	FLJ30259,Ozz,Ozz-E3,dJ337O18.6
ZSWIM3	dJ337O18.7
SPATA25	TSG23,dJ337O18.8
C20orf166	dJ353C17.1
DNTTIP1	Tdif1,dJ447F3.4
SPINT5P	dJ447F3.6
WFDC8	WAP8,dJ461P17.1
WFDC6	WAP6,dJ461P17.11
C20orf173	dJ477O4.4
C20orf176	
FAM217B	dJ551D2.5
CHMP4B	SNF7-2,Shax1,VPS32B,dJ553F4.4
RBCK1	HOIL1,RBCK2,RNF54,UBCE7IP3,XAP4,ZRANB4
DOK5	dJ805C22.1
C20orf181	dJ824A14.1
RSPO4	dJ824F16.3
BPIFB3	LPLUNC3,RYA3,dJ726C3.4
BPIFB4	LPLUNC4,dJ726C3.5
C20orf187	dJ727I10.1
TRPC4AP	DKFZP727M231,DKFZp586C1223,TRRP4AP,dJ756N5.2
CFTRP1	dJ760C5.1
RIMS4	dJ781B1.3
NCOR1P1	bB329D4.2
MRGBP	Eaf7,FLJ10914,MRG15BP
YTHDF1	FLJ20391
ABHD12	ABHD12A,BEM46L2,DKFZP434P106,dJ965G21.2
C20orf24	PNAS-11,RIP5
C20orf26	DKFZP434K156,dJ1002M8.3
C20orf27	FLJ20550
AP5S1	FLJ11168
APMAP	BSCv
TMEM230	HSPC274
EDEM2	FLJ10783,bA4204.1
DBNDD2	HSMNP1
